               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 116,            0.022792,             0.01246,           0.0061136,             0.99002,                   1,               0.995,             0.66786,            0.033517,            0.020164,           0.0034776,             0.00241,             0.00241,             0.00241
                 117,            0.022332,            0.012409,           0.0060005,             0.98799,                   1,               0.995,             0.68658,             0.03377,            0.019858,           0.0044171,            0.002344,            0.002344,            0.002344
                 118,            0.022292,            0.012022,           0.0058454,             0.99096,                   1,               0.995,              0.6698,            0.033434,            0.021062,           0.0042433,            0.002278,            0.002278,            0.002278
                 119,            0.021946,            0.012528,            0.005966,             0.99245,                   1,               0.995,             0.66786,            0.033636,            0.022779,            0.004869,            0.002212,            0.002212,            0.002212
                 120,            0.022072,            0.011777,           0.0058997,             0.99301,                   1,               0.995,             0.66867,            0.033829,            0.022546,           0.0041447,            0.002146,            0.002146,            0.002146
                 121,            0.021719,            0.011942,           0.0057596,             0.99375,                   1,               0.995,             0.66867,            0.033846,            0.022793,           0.0038283,             0.00208,             0.00208,             0.00208
                 122,            0.021814,            0.011842,           0.0059051,             0.99439,                   1,               0.995,             0.66786,            0.034354,            0.022035,           0.0034656,            0.002014,            0.002014,            0.002014
                 123,            0.021557,            0.011963,           0.0058658,             0.99148,                   1,               0.995,              0.6355,            0.035574,            0.024146,           0.0037883,            0.001948,            0.001948,            0.001948
                 124,            0.021994,            0.011883,           0.0059249,             0.99287,                   1,               0.995,             0.63469,            0.034773,            0.025482,           0.0039137,            0.001882,            0.001882,            0.001882
                 125,            0.021583,            0.011715,           0.0058868,             0.99246,                   1,               0.995,             0.66786,             0.03415,            0.022647,           0.0038912,            0.001816,            0.001816,            0.001816
                 126,            0.020979,            0.011415,           0.0055227,             0.99508,                   1,               0.995,             0.66725,            0.033698,            0.023329,           0.0038369,             0.00175,             0.00175,             0.00175
                 127,            0.021051,            0.011767,           0.0057333,             0.99041,                   1,               0.995,             0.66867,            0.033229,            0.023316,           0.0038072,            0.001684,            0.001684,            0.001684
                 128,            0.020997,            0.011581,           0.0056781,             0.99322,                   1,               0.995,             0.68331,            0.034299,            0.021843,           0.0038063,            0.001618,            0.001618,            0.001618
                 129,            0.021386,            0.011704,           0.0059265,              0.9971,                   1,               0.995,             0.65342,            0.034598,            0.024659,            0.003893,            0.001552,            0.001552,            0.001552
                 130,            0.020778,            0.011965,           0.0055863,              0.9924,                   1,               0.995,             0.66867,            0.033544,            0.023555,           0.0040055,            0.001486,            0.001486,            0.001486
                 131,            0.021051,            0.011327,           0.0057065,             0.99436,                   1,               0.995,             0.66867,            0.033423,            0.021777,           0.0039747,             0.00142,             0.00142,             0.00142
                 132,            0.020953,             0.01145,           0.0057613,             0.99732,                   1,               0.995,              0.6698,            0.032389,            0.022446,           0.0037098,            0.001354,            0.001354,            0.001354
                 133,            0.020579,            0.011293,           0.0055681,             0.99528,                   1,               0.995,             0.66867,             0.03338,            0.023225,           0.0036476,            0.001288,            0.001288,            0.001288
